name,description,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,availability_365,review_scores_value,price
Stunning Apartment in Central Amsterdam,"Welcome to our home! It is a 75m2 bright and cosy apartment in the heart of Amsterdam. The perfect place to have the experience of an Amsterdam local!<br /><br />The apartment is located in the heart of the lively neighbourhood 'The Pijp' in one of the most beautiful streets of Amsterdam: just between the Sarphatipark, the Amstel and the Canals <br /><br />A lot of buzz and cool places to explore. And if you want to discover the historical centre, it’s just around the corner.",De Pijp - Rivierenbuurt,Entire condo,Entire home/apt,2,1.5,2.0,2.0,"['Free washer – In unit', 'Blender', 'Bathtub', 'Free dryer – In unit', 'Pack ’n play/Travel crib', 'High chair']",98,4.78,300.0
Kamer in Amsterdam - Souterrain kamer,"Are you on your own or with your significant other and are you looking for a quiet place to sleep in the heart of Amsterdam? Then you've come to the right place! Please note: not suitable for groups or friends.<br />Take the IJ ferry at the rear of the central station and immediately experience the rural feel of Amsterdam-Noord and arrive at the destination after 3 minutes. <br />You will be kindly welcomed by Martha, the host, for whom nothing is too much. She will do anything she can to make your stay as pleasant as possible.",Oud-Noord,Private room in guesthouse,Private room,2,1.0,1.0,1.0,[],12,4.88,120.0
Eco-friendly Double Room in the Westerpark,No description,Westerpark,Room in boutique hotel,Private room,2,1.0,1.0,1.0,[],216,4.61,174.0
Huis in centrum Amsterdam,"Just get away from it all at this peaceful, centrally located accommodation in the center of Amsterdam, equipped with every comfort",De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"['Blender', 'Bathtub', 'Outdoor dining area', 'Baking sheet']",355,4.644438018122229,240.0
Amazing houseboat in Amsterdam city center,"Please note: Amsterdam implemented a 30 night restriction so our calendar may look very restricted.  Feel free to find us online to discuss. Regards, Maarten Plesman and Laurien Meuter.<br /><br />Our houseboat is right on the canal in the best possible location. You’ll love the ambiance of being on a houseboat and our 'Jordaan' neighbourhood with great restaurants and boutique shops. <br /><br />There's a famous farmer's market on Saturday at Noordermarkt right outside your cosy home!",Centrum-West,Houseboat,Entire home/apt,4,1.0,2.0,3.0,"['Free washer – In unit', 'Babysitter recommendations', 'Outdoor furniture', 'Blender', 'Canal view', 'Free dryer – In unit', 'Children’s books and toys', 'Board games', 'Outdoor dining area', 'High chair', 'Baking sheet']",164,4.7,599.0
Cute room in shared apartment,"Sweet room in cosy shared apartment with me and possible other guests in one of the most upcoming neighbourhoods of Amsterdam! There are stores and bars around the corner, but when you prefer the silence the Erasmus or Rembrandt park at the end of the street. Notice that I share my personal space with my guests and that I can offer you the stay with and like a local, but it's not an hotel. As I already live in Amsterdam for about 10 years I give you all the recommendations when desired.",De Baarsjes - Oud-West,Private room in rental unit,Private room,1,1.0,1.0,1.0,[],253,3.75,64.0
Blueprint B&B - Breakfasts & Bikes,"55 m2 ground floor apartment in the historic center, bikes & breakfasts<br /><br />The fabulous location of the BluePrint bed and breakfast is set between the city's best canals Prinsengracht, Reguliersgracht and makes a perfect base from which to enjoy the city's historic sights.",Centrum-Oost,Entire rental unit,Entire home/apt,4,1.5,1.0,4.0,"['Free washer – In unit', 'Children’s books and toys', 'Pack ’n play/Travel crib', 'High chair']",65,4.81,210.0
Studio Ultra1 (smoker friendly) in heart of center,"Smoker friendly (but you won't smell smoke from the previous guests due to crossing windows). Loft (29m2): living, bedroom (send us your choice: double or twin beds), bathroom, kitchenette with basic amenities, fridge, toaster, coffeemaker, kettle (no stove/micro). Lots of young art, 1st/2nd floor by steep stairs, lively street. Historic monument in the middle of the center, so all attractions around. For 2 persons only (no other guests allowed!). Not suitable for nit-pickers. Do not make noise!",Centrum-West,Entire loft,Entire home/apt,2,1.0,1.0,2.0,[],40,4.83,264.0
Luxury apartment in de heart of Amsterdam,"Hi!<br /><br />This newly renovated apartment is located in the heart of de pijp, the most lively and fun neighborhood in the pijp. <br /><br />The apartment is newly renovated, has a kitchen with a Quooker, oven and all amenities, a washing machine and a hotel style shower! (The best shower in Amsterdam). You will love this apartment for your stay in Amsterdam. <br /><br />Let me know if you have any questions!",De Pijp - Rivierenbuurt,Entire condo,Entire home/apt,2,1.0,1.0,1.0,"['Outdoor furniture', 'Blender', 'Coffee maker: espresso machine', 'Outdoor dining area']",263,4.78,150.0
Canal view apartment @Old South,"A unique corner apartment looking over the Westlandgracht with a lot of light, great views, and your own entrance. Inside, you will experience an industrial-like style with lots of space, open kitchen-dinning room combination, and seating area looking over the water. The bathroom has both a bath tub and walk-in waterfall shower. The bedroom has a kingsize bed and plenty of space to leave your belongings. <br /><br />Overall, a place worth visiting and I hope you'll enjoy!<br /><br />Permit: 0363 0C47 D86E 8DA3 0227",Zuid,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"['Canal view', 'Bathtub', 'Board games', 'Baking sheet']",269,4.75,300.0
Historical duplex in the city center,"Situated in the historical landmark  ""Den Grooten Heer"" in a cosy part of the prestigious Herengracht canal, this special place is right at the center of the city while having a local atmosphere.<br /><br />Den Grooten Heer is an attraction in itself. Formerly a bank, it was renovated in the mid 90s by the famous Dutch architect Dik Smeding, to become a luxurious apartment complex.",Centrum-West,Entire condo,Entire home/apt,4,1.5,2.0,2.0,"['Blender', 'Coffee maker: espresso machine', 'Free dryer – In unit', 'Outdoor dining area']",124,5.0,471.0
Eco-friendly Cozy Double Room at Westerpark,No description,Westerpark,Room in boutique hotel,Private room,2,1.0,1.0,1.0,[],151,4.64,174.0
Een appartement in kindvriendelijke buurt,"Experience a relaxing visit with the whole family in Amsterdam at this bright and spacious 110 m2 with 3 bedroom accommodation.<br /><br />All the high lights including the Museumplein, the the Rijksmuseum, the the Van Gogh Museum and the Stedelijk Museum are within 2.5 km away. <br /><br />The Vondelpark and the Amsterdam Forest are in walking distance.<br /><br />The beach is within 30 km. <br /><br />The car parking is in front of the door and public transport is within walking distance.",Zuid,Entire condo,Entire home/apt,5,1.5,3.0,4.0,"['Free washer – In unit', 'Blender', 'Bathtub', 'Free dryer – In unit', 'Children’s books and toys', 'Board games', 'High chair', 'Baking sheet']",186,5.0,200.0
Mooi appartement aan de gracht,"Welcome to our beautiful 80 sq m apartment! Located on a quiet canal, this apartment offers the ideal balance between tranquility and the proximity of the bustling center of Amsterdam. Prepare your own meals in our modern kitchen and enjoy at our canal-side picnic table or in our private garden with lounge set. Relax on the spacious sofa with Smart TV, or rest in our lovely large bed. For work there is an office with super fast WiFi. Book your stay with us today",De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"['Barbecue utensils', 'Outdoor furniture', 'BBQ grill', 'Bathtub', 'Board games', 'Outdoor dining area']",82,5.0,186.0
Westerpark home,"The Westerpark - Amsterdam Apartement <br /><br />Enjoy Amsterdam in this great city centre apartment! When you are looking for a spot close to the centre of Amsterdam and next to the Westerpark, than do not look any further! Bus 22 from CS brings you to our street incl. restaurants and bars! Additionally, there is a cinema in the park and there are great bar-restaurant. The apartment offers you a spacious place with a modern bathroom, 1 bedroom and living area with open kitchen. You'll have a great stay!",Westerpark,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,"['Outdoor furniture', 'Coffee maker: espresso machine']",172,4.644438018122229,400.0
Luxurious Central Park Apartment,"Luxurious Apartment in Amsterdam's Old-South, located on the on iconic Lomanstraat with a walk-in wardrobe, indoor fireplace, two balconies, high-end bathroom, and designer furniture. Located in the best area of Amsterdam, this retreat offers bicycles, a pre-stocked kitchen, and daily cleaning. Just a 3-minute stroll from Vondelpark, with paid parking available. Supermarkets, public transportation, bars, and restaurants are just around the corner.",Zuid,Entire condo,Entire home/apt,4,1.0,1.0,2.0,"['Free washer – In unit', 'Barbecue utensils', 'Outdoor furniture', 'Blender', 'Coffee maker: espresso machine', 'Bathtub', 'Free dryer – In unit', 'Board games', 'Baking sheet']",308,5.0,315.0
Uniek: Villa aan het water!,"In the city, yet all the way out.  Away from the hustle and bustle, with large garden and south-facing terraces. On the private water (with floating terraces, swimming stairs and pedal boat), a 10-minute bike ride from the center of Amsterdam, with private parking, this is an ideal base for visiting the Netherlands and Amsterdam. Behind the centuries-old dike, with only views of the water and greenery, you can relax here. Really a unique place with rural appearance and yet in Amsterdam!",IJburg - Zeeburgereiland,Entire home,Entire home/apt,4,2.0,3.0,0.0,"['Private backyard – Fully fenced', 'BBQ grill']",83,4.644438018122229,552.0
Jeroen Bosch apartment garden view + access,The cozy Jeroen Bosch apartment is located at the Keizersgracht in the city centre of Amsterdam. From this apartment there is access to the beautiful garden. The apartment is near the main museums like the Van Gogh museum. There is also a very good connection to the Rai Convention Centre.,Centrum-Oost,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"['Private backyard – Fully fenced', 'Bathtub', 'Children’s books and toys', 'Pack ’n play/Travel crib', 'High chair']",263,4.67,300.0
5***** Cosy apartment City Centre 4pers,"Enjoy the pleasure of this just renovated, cosy & bright apartment: 68m2 on a sunny corner in the lively heart of Central East, one of most trendy neighborhoods of the city. Metro station around the corner, and everything else imaginable right at your fingertips.",Oud-Oost,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"['Outdoor furniture', 'Outdoor dining area']",97,4.59,248.0
Luxurious private apartment,"Welcome to my home in lovely Amsterdam! Spacious apartment, with sunny garden. 5 minute walk to the RAI & the best restaurants/bar in the famous Pijp. Easy to reach by car, minutes from the motorway (A10). Would love to welcome you into my home.",De Pijp - Rivierenbuurt,Entire home,Entire home/apt,2,1.5,1.0,1.0,"['Private backyard – Fully fenced', 'Outdoor furniture', 'Bathtub', 'Free dryer – In unit', 'Baking sheet']",362,5.0,375.0
